"Artist","Track","streams","Lookup","id","artist_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","explicit","song_popularity","album_name","album_id","cluster"
"Ariana Grande","Break Free",41,"Ariana%20Grande%20Break%20Free%20%20","12KUFSHFgT0XCoiSlvdQi4","66CXWjxzNUsdJxJ2JdwvnR",0.687,0.702,"7",-5.324,"0",0.0455,0.0064,0.0000435,0.204,0.284,129.956,214840,"4",FALSE,79,"My Everything (Deluxe)","6EVYTRG1drKdO8OnIQBeEj","8: Anthem Songs"
"Ariana Grande","breathin",170,"Ariana%20Grande%20breathin%20%20","4OafepJy2teCjYJbvFE60J","66CXWjxzNUsdJxJ2JdwvnR",0.568,0.656,"8",-5.413,"1",0.0433,0.0211,0.0000137,0.213,0.364,100.049,198160,"4",TRUE,73,"Sweetener","3tx8gQqWbGwqIGZHqDNrGe","8: Anthem Songs"
"Ariana Grande","Dangerous Woman",48,"Ariana%20Grande%20Dangerous%20Woman%20%20","6RUhbFEhrvGISaQ8u2j2JN","66CXWjxzNUsdJxJ2JdwvnR",0.664,0.602,"4",-5.369,"0",0.0412,0.0529,0,0.356,0.289,134.049,235947,"3",FALSE,69,"Dangerous Woman","3pdKKSqqLVIKmRTGw0x2N7","8: Anthem Songs"
"Ariana Grande","Everyday",42,"Ariana%20Grande%20Everyday%20%20","4RJTTrZqPFWaWACVXHkvjw","66CXWjxzNUsdJxJ2JdwvnR",0.637,0.733,"7",-4.413,"0",0.0563,0.0149,0,0.162,0.431,131.004,194840,"4",TRUE,59,"Dangerous Woman","3pdKKSqqLVIKmRTGw0x2N7","8: Anthem Songs"
"Ariana Grande","Focus",30,"Ariana%20Grande%20Focus%20%20","1cdzfFjEbUbgTm5nv3FgXR","66CXWjxzNUsdJxJ2JdwvnR",0.671,0.876,"6",-6.034,"1",0.239,0.266,0,0.444,0.8,100.016,211360,"4",FALSE,66,"Focus","3IGM1sXYke2UGII2DORrof","3: ""Speak"" Pop"
"Ariana Grande","Greedy",184,"Ariana%20Grande%20Greedy%20%20","1FFUXkoWIc9of8yOscGiaC","66CXWjxzNUsdJxJ2JdwvnR",0.619,0.705,"1",-5.335,"1",0.099,0.0323,0,0.0919,0.844,109.975,214907,"4",FALSE,60,"Dangerous Woman","3pdKKSqqLVIKmRTGw0x2N7","7: Dance Songs"
"Ariana Grande","Into You",608,"Ariana%20Grande%20Into%20You%20%20","63y6xWR4gXz7bnUGOk8iI6","66CXWjxzNUsdJxJ2JdwvnR",0.623,0.734,"9",-5.948,"1",0.107,0.0162,0.00000175,0.145,0.37,107.853,244453,"4",FALSE,73,"Dangerous Woman","3pdKKSqqLVIKmRTGw0x2N7","8: Anthem Songs"
"Ariana Grande","Into You - 3LAU Remix",13,"Ariana%20Grande%20Into%20You%20-%203LAU%20Remix%20%20","1cfVkL84XmRON3Gl9jDXKI","66CXWjxzNUsdJxJ2JdwvnR",0.615,0.781,"6",-5.597,"0",0.109,0.0171,0.0017,0.178,0.268,126.254,197147,"3",FALSE,60,"Into You (3LAU Remix)","3c5hq7WzAnJapzz9CNuuLl","8: Anthem Songs"
"Ariana Grande","Just a Little Bit of Your Heart",7,"Ariana%20Grande%20Just%20a%20Little%20Bit%20of%20Your%20Heart%20%20","5lvnGiTAH9BVlJLHc0DXZz","66CXWjxzNUsdJxJ2JdwvnR",0.439,0.322,"9",-5.959,"1",0.028,0.692,0,0.103,0.16,77.963,232587,"4",FALSE,63,"My Everything (Deluxe)","6EVYTRG1drKdO8OnIQBeEj","4: Sad Bops"
"Ariana Grande","Last Christmas",86,"Ariana%20Grande%20Last%20Christmas%20%20","5xDrO9DEDJGUQGfyoHvgDJ","66CXWjxzNUsdJxJ2JdwvnR",0.504,0.8,"2",-2.763,"1",0.0391,0.125,0,0.109,0.789,205.945,203653,"4",FALSE,55,"Christmas Kisses","5MfeQZrrNfMqcaq03U9qOr","6: Energy Pop"
"Ariana Grande","Love Me Harder",11,"Ariana%20Grande%20Love%20Me%20Harder%20%20","5J4ZkQpzMUFojo1CtAZYpn","66CXWjxzNUsdJxJ2JdwvnR",0.472,0.714,"1",-4.389,"0",0.0334,0.00937,0,0.0764,0.24,98.992,236133,"4",FALSE,81,"My Everything (Deluxe)","6EVYTRG1drKdO8OnIQBeEj","8: Anthem Songs"
"Ariana Grande","no tears left to cry",424,"Ariana%20Grande%20no%20tears%20left%20to%20cry%20%20","2qT1uLXPVPzGgFOx4jtEuo","66CXWjxzNUsdJxJ2JdwvnR",0.699,0.713,"9",-5.507,"0",0.0594,0.04,0.00000311,0.294,0.354,121.993,205920,"4",FALSE,79,"Sweetener","3tx8gQqWbGwqIGZHqDNrGe","8: Anthem Songs"
"Ariana Grande","One Last Time",33,"Ariana%20Grande%20One%20Last%20Time%20%20","7xoUc6faLbCqZO6fQEYprd","66CXWjxzNUsdJxJ2JdwvnR",0.628,0.593,"8",-5.036,"1",0.0323,0.093,0.00000165,0.096,0.104,125.026,197267,"4",FALSE,85,"My Everything (Deluxe)","6EVYTRG1drKdO8OnIQBeEj","8: Anthem Songs"
"Ariana Grande","Piano",7,"Ariana%20Grande%20Piano%20%20","1FSfCzJd8aSQ0nqTSbN4PO","66CXWjxzNUsdJxJ2JdwvnR",0.738,0.804,"1",-4.286,"0",0.0815,0.164,0,0.826,0.725,120.017,234427,"4",FALSE,54,"Yours Truly","6czdbbMtGbAkZ6ud2OMTcg","5: Live Songs"
"Ariana Grande","Problem",29,"Ariana%20Grande%20Problem%20%20","7vS3Y0IKjde7Xg85LWIEdP","66CXWjxzNUsdJxJ2JdwvnR",0.66,0.805,"1",-5.352,"0",0.153,0.0192,0.00000883,0.159,0.625,103.008,193920,"4",FALSE,78,"My Everything (Deluxe)","6EVYTRG1drKdO8OnIQBeEj","7: Dance Songs"
"Ariana Grande","Santa Tell Me",82,"Ariana%20Grande%20Santa%20Tell%20Me%20%20","0lizgQ7Qw35od7CYaoMBZb","66CXWjxzNUsdJxJ2JdwvnR",0.525,0.621,"7",-7.364,"1",0.116,0.0489,0,0.294,0.591,191.9,204093,"4",FALSE,64,"Santa Tell Me","27MNgBEnLCKoafz1g2Zu97","6: Energy Pop"
"Ariana Grande","Side to Side",152,"Ariana%20Grande%20Side%20to%20Side%20%20","43bCmCI0nSgcT7QdMXY6LV","66CXWjxzNUsdJxJ2JdwvnR",0.65,0.736,"6",-5.84,"0",0.229,0.0528,0,0.235,0.613,159.173,226160,"4",TRUE,70,"Dangerous Woman","3pdKKSqqLVIKmRTGw0x2N7","3: ""Speak"" Pop"
"Ariana Grande","Snow in California",15,"Ariana%20Grande%20Snow%20in%20California%20%20","6Uc4EHr3ktYmLfLDY7LifJ","66CXWjxzNUsdJxJ2JdwvnR",0.631,0.533,"1",-5.965,"1",0.0518,0.257,0,0.351,0.428,135.002,206373,"4",FALSE,42,"Christmas Kisses","5MfeQZrrNfMqcaq03U9qOr","5: Live Songs"
"Ariana Grande","The Way",37,"Ariana%20Grande%20The%20Way%20%20","06EL94D0TA27Ik0Ke5usbj","66CXWjxzNUsdJxJ2JdwvnR",0.645,0.877,"5",-3.208,"0",0.113,0.294,0,0.0759,0.861,82.324,227027,"4",FALSE,70,"Yours Truly","5xSvNPstcxHtR4ap2vvN8A","7: Dance Songs"
"Ariana Grande","Thinking Bout You",76,"Ariana%20Grande%20Thinking%20Bout%20You%20%20","0D9w5UiVChw1VTZk1py37x","66CXWjxzNUsdJxJ2JdwvnR",0.515,0.696,"11",-6.028,"1",0.0648,0.0148,0.000864,0.123,0.396,103.134,200400,"4",TRUE,53,"Dangerous Woman","3pdKKSqqLVIKmRTGw0x2N7","8: Anthem Songs"
"Ariana Grande","Touch It",462,"Ariana%20Grande%20Touch%20It%20%20","7rlKlsYacU3PFLGD7ca1HL","66CXWjxzNUsdJxJ2JdwvnR",0.536,0.694,"7",-4.369,"0",0.0332,0.0303,0,0.183,0.291,100.906,260000,"4",FALSE,62,"Dangerous Woman","5X7x18kW3mVIvnuNeedM6b","8: Anthem Songs"
"Ariana Grande","Why Try",15,"Ariana%20Grande%20Why%20Try%20%20","40fHWRL8bKcl5J4t4OKUiW","66CXWjxzNUsdJxJ2JdwvnR",0.443,0.663,"8",-5.946,"0",0.0432,0.0494,0,0.153,0.331,159.856,211880,"4",FALSE,60,"My Everything (Deluxe)","6EVYTRG1drKdO8OnIQBeEj","6: Energy Pop"
"Ariana Grande","You'll Never Know",5,"Ariana%20Grande%20Youll%20Never%20Know%20%20","6d8XhbAw4IoKPnVD07Sb9b","66CXWjxzNUsdJxJ2JdwvnR",0.764,0.842,"6",-3.835,"1",0.059,0.0546,0,0.0351,0.869,105.015,214280,"4",FALSE,52,"Yours Truly","6czdbbMtGbAkZ6ud2OMTcg","7: Dance Songs"
"Ariana Grande","Zero to Hero - From Hercules",55,"Ariana%20Grande%20Zero%20to%20Hero%20-%20From%20Hercules%20%20","685FssvXssY1hyIZWDb7WX","66CXWjxzNUsdJxJ2JdwvnR",0.514,0.774,"7",-5.569,"1",0.279,0.343,0,0.28,0.604,116.037,159533,"4",FALSE,47,"We Love Disney","3VZhtobnayfWeRS5Nm2uSu","3: ""Speak"" Pop"
"Armin van Buuren","Alone",83,"Armin%20van%20Buuren%20Alone%20%20","2N2Mp4HjnYcmrZ2YqrKedy","0SfsnGyD8FpIN4U4WCkBZ5",0.55,0.861,"10",-6.526,"1",0.0402,0.00592,0.00143,0.107,0.37,127.987,244067,"4",FALSE,44,"Intense","5ZsK5SUsZilbAJ4B0vRVxF","8: Anthem Songs"
"Armin van Buuren","Heading Up High",54,"Armin%20van%20Buuren%20Heading%20Up%20High%20%20","7fDHYNpNfSJ7h0jDX440Y5","0SfsnGyD8FpIN4U4WCkBZ5",0.52,0.926,"1",-4.774,"0",0.0873,0.0034,0.00188,0.111,0.196,128.027,232853,"4",FALSE,52,"Embrace","7G53des9iRPuUydeFXXNGy","8: Anthem Songs"
"Armin van Buuren","I Need You (feat. Olaf Blackwood) - Club Mix",50,"Armin%20van%20Buuren%20I%20Need%20You%20(feat.%20Olaf%20Blackwood)%20-%20Club%20Mix%20%20","20mwBntYZh41Tc0II4FNYR","0SfsnGyD8FpIN4U4WCkBZ5",0.583,0.934,"8",-6.177,"0",0.0836,0.0042,0.0117,0.184,0.153,127.947,196875,"4",FALSE,34,"I Need You (feat. Olaf Blackwood) [Club Mix]","40wAs2hg20Dy2SnbZiWQGM","8: Anthem Songs"
"Armin van Buuren","Sucker for Love",37,"Armin%20van%20Buuren%20Sucker%20for%20Love%20%20","3LTSKHFGyG57MYwK3WLkQc","0SfsnGyD8FpIN4U4WCkBZ5",0.59,0.783,"2",-4.409,"1",0.0312,0.189,0,0.243,0.416,149.826,176014,"4",TRUE,32,"Balance","5cqwXF2j9LkvFInBFlnQd3","6: Energy Pop"
"Armin van Buuren","This Is What It Feels Like",20,"Armin%20van%20Buuren%20This%20Is%20What%20It%20Feels%20Like%20%20","5GjnIpUlLGEIYk052ISOw9","0SfsnGyD8FpIN4U4WCkBZ5",0.551,0.833,"8",-5.217,"1",0.03,0.0391,0.00000277,0.0632,0.145,129.885,204360,"5",FALSE,71,"Intense","5ZsK5SUsZilbAJ4B0vRVxF","8: Anthem Songs"
"Armin van Buuren","Unlove You",17,"Armin%20van%20Buuren%20Unlove%20You%20%20","7CVG8gFuFM2OTkUVOkk4iX","0SfsnGyD8FpIN4U4WCkBZ5",0.679,0.928,"3",-3.66,"0",0.0597,0.0303,0.0000333,0.143,0.663,116.888,150160,"4",FALSE,47,"Balance","5cqwXF2j9LkvFInBFlnQd3","7: Dance Songs"
"Armin van Buuren","Weight Of The World",50,"Armin%20van%20Buuren%20Weight%20Of%20The%20World%20%20","40brzlWLl9b4fUSdkhBjMn","0SfsnGyD8FpIN4U4WCkBZ5",0.626,0.727,"1",-4.53,"0",0.0406,0.029,0.0000194,0.171,0.467,96.021,147813,"4",FALSE,34,"Weight Of The World","415k91mP7YgI8bZ0cq3urW","8: Anthem Songs"
"Arty","Who Do You Love",35,"Arty%20Who%20Do%20You%20Love%20%20","2w1rG2MPE4vF77znvevuz5","1rSGNXhhYuWoq9BEz5DZGO",0.537,0.964,"5",-2.677,"0",0.0552,0.018,0.00138,0.16,0.509,125.992,208254,"4",FALSE,64,"Who Do You Love","1r4sDUkdHzyP6li28uad6c","8: Anthem Songs"
"Ashley O","On a Roll",457,"Ashley%20O%20On%20a%20Roll%20%20","56JyMaElW79S7TDWh1Zw1m","14scxEoUN7Dcx1m4EQ7oHe",0.736,0.81,"5",-6.354,"1",0.0906,0.077,0,0.0523,0.387,125.011,154448,"4",FALSE,58,"On A Roll","6eV8O8De1mibErM1XM1tEc","8: Anthem Songs"
"Ashley O","On A Roll - DallasK Remix",16,"Ashley%20O%20On%20A%20Roll%20-%20DallasK%20Remix%20%20","7aBTXg99GKMNE4xNm7DDrC","14scxEoUN7Dcx1m4EQ7oHe",0.655,0.859,"7",-5.545,"0",0.0536,0.0369,0.00000808,0.0476,0.625,124.994,184320,"4",FALSE,49,"On A Roll (Remixes)","6ITgaGfZgcdZZjnY91o76g","7: Dance Songs"
"ASTR","Activate Me",9,"ASTR%20Activate%20Me%20%20","4flXBilJBD7bqTdhctouvo","3GJhraAgCA8s8XHENnDsXq",0.626,0.644,"1",-5.253,"1",0.0376,0.0102,0.000404,0.336,0.285,126.454,203856,"4",FALSE,26,"Activate Me","4NO7ifwPaPPzwHovPTSvrL","8: Anthem Songs"
"Astrid S","Pretty",42,"Astrid%20S%20Pretty%20%20","4c2FHHtnHFMWs5vpbGXr6i","3AVfmawzu83sp94QW7CEGm",0.633,0.829,"9",-6.304,"1",0.0496,0.0653,0,0.0907,0.333,95.966,175777,"4",FALSE,57,"Pretty","4bonCpNW4OlAAPNbSklCpf","8: Anthem Songs"
"Audiomachine","We Are Gods",179,"Audiomachine%20We%20Are%20Gods%20%20","24xmMFEfEsoxotkmfB1630","5F4ObszoeVebqtc0B3XqJa",0.349,0.629,"8",-8.829,"1",0.0459,0.0016,0.895,0.112,0.165,75.026,175066,"4",FALSE,49,"We Are Gods","2BFd8kHYYQCMSBxBXOhnUB","1: Instrumental Songs"
"Audrey Assad","I Shall Not Want",7,"Audrey%20Assad%20I%20Shall%20Not%20Want%20%20","3jlAkZoMZovVV5gUA62ulF","1GKYNY4rIPnOuTfC0J1IWw",0.257,0.168,"4",-12.243,"1",0.0429,0.954,0.000102,0.0877,0.151,58.988,222508,"4",FALSE,46,"O Happy Fault","2axhkAVnExgWJv5rfrUuWP","2. ""The Feels"""
"Auli'i Cravalho","How Far I'll Go",58,"Aulii%20Cravalho%20How%20Far%20Ill%20Go%20%20","6mb6lVLNrcUgLnEN8QnDJd","5mnS9jJdKQQcRSqFu5YPVe",0.571,0.307,"1",-10.958,"0",0.0499,0.649,0,0.178,0.108,83.72,163387,"4",FALSE,75,"Moana (Original Motion Picture Soundtrack/Deluxe Edition)","6pZj4nvx6lV3ulIK3BSjvs","4: Sad Bops"
"Ava Max","Born to the Night",174,"Ava%20Max%20Born%20to%20the%20Night%20%20","1iatZzgryaJh79PNFq2bi8","4npEfmQ6YuiwW1GpUmaq3F",0.59,0.698,"9",-5.891,"1",0.0372,0.0352,0,0.233,0.406,139.985,199331,"4",FALSE,50,"Heaven & Hell","26c7MmQ4w8EAvVLb4jilaM","8: Anthem Songs"
"Ava Max","Dancing's Done",115,"Ava%20Max%20Dancings%20Done%20%20","2wqxcctWptasX4VnP2sRvV","4npEfmQ6YuiwW1GpUmaq3F",0.588,0.835,"1",-3.141,"0",0.0595,0.0171,0.00000161,0.113,0.215,113.997,166601,"4",FALSE,68,"Diamonds & Dancefloors","5NgQit6EhPnx84bxgVVDRQ","8: Anthem Songs"
"Ava Max","EveryTime I Cry",143,"Ava%20Max%20EveryTime%20I%20Cry%20%20","0mV43B6pJWRjcM5TmzNe6d","4npEfmQ6YuiwW1GpUmaq3F",0.727,0.832,"9",-4.327,"0",0.0366,0.181,0,0.0615,0.213,127.035,177856,"4",FALSE,66,"EveryTime I Cry","5W79aGcuoBYk0Mb2QL2Jcw","8: Anthem Songs"
"Ava Max","Get Outta My Heart",88,"Ava%20Max%20Get%20Outta%20My%20Heart%20%20","7GqKsFVvsP3SVNQmrmGZSG","4npEfmQ6YuiwW1GpUmaq3F",0.654,0.756,"1",-4.156,"0",0.0685,0.0166,0.000044,0.0709,0.376,127.933,180306,"4",FALSE,59,"Diamonds & Dancefloors","5NgQit6EhPnx84bxgVVDRQ","8: Anthem Songs"
"Ava Max","Ghost",48,"Ava%20Max%20Ghost%20%20","7LbhIjYNfCguxjAw43Mkff","4npEfmQ6YuiwW1GpUmaq3F",0.715,0.931,"11",-3.548,"0",0.0426,0.00573,0.00185,0.0549,0.615,119.971,181648,"4",FALSE,71,"Diamonds & Dancefloors","5NgQit6EhPnx84bxgVVDRQ","7: Dance Songs"
"Ava Max","Kings & Queens",198,"Ava%20Max%20Kings%20&%20Queens%20%20","7a53HqqArd4b9NF4XAmlbI","4npEfmQ6YuiwW1GpUmaq3F",0.637,0.69,"1",-4.057,"0",0.0405,0.00786,0,0.124,0.457,129.857,162399,"4",FALSE,82,"Heaven & Hell","26c7MmQ4w8EAvVLb4jilaM","8: Anthem Songs"
"Ava Max","Maybe You're the Problem",276,"Ava%20Max%20Maybe%20Youre%20the%20Problem%20%20","0gu8koCSjJZdjihosv97On","4npEfmQ6YuiwW1GpUmaq3F",0.53,0.835,"9",-3.69,"1",0.11,0.0453,0,0.0637,0.471,166.02,190319,"4",FALSE,19,"Diamonds & Dancefloors","5NgQit6EhPnx84bxgVVDRQ","6: Energy Pop"
"Ava Max","Million Dollar Baby",101,"Ava%20Max%20Million%20Dollar%20Baby%20%20","3wFM8TWbbkwPuB6TyqpVDv","4npEfmQ6YuiwW1GpUmaq3F",0.653,0.85,"2",-2.217,"0",0.0867,0.0328,0.00000916,0.337,0.642,133.017,184295,"4",FALSE,70,"Diamonds & Dancefloors","5NgQit6EhPnx84bxgVVDRQ","5: Live Songs"
"Ava Max","My Head & My Heart",366,"Ava%20Max%20My%20Head%20&%20My%20Heart%20%20","1KixkQVDUHggZMU9dUobgm","4npEfmQ6YuiwW1GpUmaq3F",0.614,0.934,"9",-3.709,"0",0.07,0.0697,0,0.121,0.436,116.001,174760,"4",FALSE,78,"Heaven & Hell","26c7MmQ4w8EAvVLb4jilaM","8: Anthem Songs"
"Ava Max","Naked",36,"Ava%20Max%20Naked%20%20","4gPUnZW8IT1mmF9aj9NLF7","4npEfmQ6YuiwW1GpUmaq3F",0.683,0.641,"3",-4.092,"0",0.0329,0.0582,0,0.149,0.695,111.955,222094,"4",FALSE,51,"Heaven & Hell","26c7MmQ4w8EAvVLb4jilaM","7: Dance Songs"
"Ava Max","OMG What's Happening",40,"Ava%20Max%20OMG%20Whats%20Happening%20%20","11OPriDpmUrTMTji52ta17","4npEfmQ6YuiwW1GpUmaq3F",0.698,0.854,"9",-3.84,"0",0.0451,0.101,0,0.107,0.931,124.042,179832,"4",FALSE,59,"Heaven & Hell","26c7MmQ4w8EAvVLb4jilaM","7: Dance Songs"
"Ava Max","Sleepwalker",102,"Ava%20Max%20Sleepwalker%20%20","1pFuoLQ9iRbPv7a0LQvhEJ","4npEfmQ6YuiwW1GpUmaq3F",0.712,0.869,"4",-3.039,"0",0.0383,0.00373,0,0.0812,0.859,125.926,190559,"4",FALSE,63,"Diamonds & Dancefloors","5NgQit6EhPnx84bxgVVDRQ","7: Dance Songs"
"Ava Max","Sweet but Psycho",516,"Ava%20Max%20Sweet%20but%20Psycho%20%20","7DnAm9FOTWE3cUvso43HhI","4npEfmQ6YuiwW1GpUmaq3F",0.72,0.706,"1",-4.719,"1",0.0473,0.0684,0,0.166,0.62,133.002,187436,"4",FALSE,82,"Heaven & Hell","26c7MmQ4w8EAvVLb4jilaM","7: Dance Songs"
"Ava Max","Tattoo",56,"Ava%20Max%20Tattoo%20%20","57jayqtClHRLIQ3mAFjvgZ","4npEfmQ6YuiwW1GpUmaq3F",0.64,0.637,"6",-5.228,"1",0.0322,0.129,0,0.109,0.793,114.994,159460,"4",FALSE,56,"Heaven & Hell","26c7MmQ4w8EAvVLb4jilaM","7: Dance Songs"
"Ava Max","Torn",89,"Ava%20Max%20Torn%20%20","6SpVp6ttad3XJOsjKBZwaq","4npEfmQ6YuiwW1GpUmaq3F",0.665,0.831,"2",-4.472,"0",0.0437,0.111,0.00000153,0.0596,0.696,125.057,198006,"4",FALSE,63,"Heaven & Hell","26c7MmQ4w8EAvVLb4jilaM","7: Dance Songs"
"Ava Max","Weapons",45,"Ava%20Max%20Weapons%20%20","4QXww31EdLcenZiRqnTZeg","4npEfmQ6YuiwW1GpUmaq3F",0.506,0.846,"1",-3.705,"1",0.0497,0.0189,0,0.0835,0.268,169.813,151592,"4",FALSE,68,"Diamonds & Dancefloors","5NgQit6EhPnx84bxgVVDRQ","6: Energy Pop"
"Avicii","Broken Arrows",36,"Avicii%20Broken%20Arrows%20%20","260jSxvzkFt71ksvkcy2ke","1vCWHaC5f2uS3yhpwWbIA6",0.63,0.666,"7",-7.186,"1",0.045,0.0481,0.000567,0.104,0.288,115.973,232760,"4",FALSE,62,"Stories","7dqftJ3kas6D0VAdmt3k3V","8: Anthem Songs"
"Avicii","I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit",59,"Avicii%20I%20Could%20Be%20The%20One%20(Avicii%20Vs.%20Nicky%20Romero)%20-%20Radio%20Edit%20%20","591nHHHzZl1NLt9PMKpinM","1vCWHaC5f2uS3yhpwWbIA6",0.509,0.79,"6",-3.782,"0",0.0374,0.332,0.0000667,0.316,0.638,127.946,208320,"4",FALSE,64,"I Could Be The One [Avicii vs Nicky Romero]","292ltz2MxXuFZw9FaEbaZ3","5: Live Songs"
"Avicii","Levels",57,"Avicii%20Levels%20%20","5UqCQaDshqbIk3pkhy4Pjg","1vCWHaC5f2uS3yhpwWbIA6",0.584,0.889,"1",-5.941,"0",0.0343,0.0462,0.828,0.309,0.464,126.04,199907,"4",FALSE,82,"Levels","1OEGfToF7QbjUgyxMAnGXg","1: Instrumental Songs"
"Avicii","Wake Me Up",65,"Avicii%20Wake%20Me%20Up%20%20","0nrRP2bk19rLc0orkWPQk2","1vCWHaC5f2uS3yhpwWbIA6",0.532,0.783,"2",-5.697,"1",0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,"4",FALSE,88,"True","2H6i2CrWgXE1HookLu8Au0","7: Dance Songs"
"Avicii","Without You (feat. Sandro Cavazza)",87,"Avicii%20Without%20You%20(feat.%20Sandro%20Cavazza)%20%20","6Pgkp4qUoTmJIPn7ReaGxL","1vCWHaC5f2uS3yhpwWbIA6",0.662,0.858,"2",-4.844,"1",0.0428,0.00163,0,0.0456,0.295,133.993,181673,"4",TRUE,80,"AVĪCI (01)","1m3mf7xkXIwssVriaaTjOS","8: Anthem Songs"
"Avril Lavigne","17",6,"Avril%20Lavigne%2017%20%20","1yUXbgFPwjU4etmzkesNQz","0p4nmQO2msCgU4IF37Wi3j",0.676,0.904,"8",-3.71,"1",0.049,0.0101,0.0000145,0.0678,0.939,139.954,204947,"4",FALSE,45,"Avril Lavigne (Expanded Edition)","7qjA5gbagHWVbqKUgVt49l","7: Dance Songs"
"Avril Lavigne","Bite Me",91,"Avril%20Lavigne%20Bite%20Me%20%20","6dfwRetlyLPBoQzdufbOWj","0p4nmQO2msCgU4IF37Wi3j",0.491,0.792,"8",-4.382,"1",0.0699,0.00381,0,0.359,0.74,169.997,159746,"4",TRUE,69,"Love Sux","5pkQpJAHxy9BzwA7E1UWxF","6: Energy Pop"
"Avril Lavigne","Bois Lie (feat. Machine Gun Kelly)",103,"Avril%20Lavigne%20Bois%20Lie%20(feat.%20Machine%20Gun%20Kelly)%20%20","2lHktSigIAZqf7BkA7NRS7","0p4nmQO2msCgU4IF37Wi3j",0.541,0.855,"6",-4.578,"1",0.0668,0.00164,0,0.145,0.739,143.967,163322,"4",FALSE,61,"Love Sux","7hH7rqTATIJ9DaYwWEdNLb","7: Dance Songs"
"Avril Lavigne","Complicated",50,"Avril%20Lavigne%20Complicated%20%20","5xEM5hIgJ1jjgcEBfpkt2F","0p4nmQO2msCgU4IF37Wi3j",0.585,0.776,"5",-5.898,"1",0.0459,0.0572,0.00000774,0.3,0.427,77.987,244507,"4",FALSE,81,"Let Go","3zXjR3y2dUWklKmmp6lEhy","8: Anthem Songs"
"Avril Lavigne","Girlfriend",169,"Avril%20Lavigne%20Girlfriend%20%20","45hOioMDJktr86iKDHC8gr","0p4nmQO2msCgU4IF37Wi3j",0.56,0.959,"7",-2.433,"1",0.102,0.000722,0.000221,0.209,0.669,163.983,216600,"4",TRUE,76,"The Best Damn Thing (Expanded Edition)","6lqE05fiHWJVYYdMVJNj38","6: Energy Pop"
"Avril Lavigne","Here's to Never Growing Up",10,"Avril%20Lavigne%20Heres%20to%20Never%20Growing%20Up%20%20","0qwcGscxUHGZTgq0zcaqk1","0p4nmQO2msCgU4IF37Wi3j",0.482,0.873,"0",-3.145,"1",0.0853,0.0111,0,0.409,0.737,165.084,214320,"4",TRUE,70,"Avril Lavigne (Expanded Edition)","7qjA5gbagHWVbqKUgVt49l","5: Live Songs"
"Avril Lavigne","I'm with You",18,"Avril%20Lavigne%20Im%20with%20You%20%20","1jlG3KJ3gdYmhfuySFfpO1","0p4nmQO2msCgU4IF37Wi3j",0.457,0.406,"9",-7.462,"1",0.0291,0.08,0,0.117,0.208,151.95,223067,"3",FALSE,74,"Let Go","3zXjR3y2dUWklKmmp6lEhy","6: Energy Pop"
"Avril Lavigne","Keep Holding On",10,"Avril%20Lavigne%20Keep%20Holding%20On%20%20","4UPcXTh26ilb7owtuyHqNI","0p4nmQO2msCgU4IF37Wi3j",0.162,0.786,"7",-2.353,"1",0.038,0.0374,0,0.143,0.138,161.192,239907,"3",FALSE,66,"The Best Damn Thing (Expanded Edition)","6lqE05fiHWJVYYdMVJNj38","6: Energy Pop"
"Avril Lavigne","My Happy Ending",9,"Avril%20Lavigne%20My%20Happy%20Ending%20%20","6sqNctd7MlJoKDOxPVCAvU","0p4nmQO2msCgU4IF37Wi3j",0.414,0.936,"2",-2.407,"1",0.0758,0.00136,0,0.369,0.74,170.229,242413,"4",TRUE,71,"Under My Skin","7851Vsjv3apS52sXUik6iF","6: Energy Pop"
"Avril Lavigne","Rock n Roll",25,"Avril%20Lavigne%20Rock%20n%20Roll%20%20","471JGLzHPrgM4lS9mNOEIt","0p4nmQO2msCgU4IF37Wi3j",0.465,0.956,"0",-3.34,"0",0.128,0.00963,0.000101,0.335,0.665,184.126,206680,"4",TRUE,60,"Avril Lavigne (Expanded Edition)","7qjA5gbagHWVbqKUgVt49l","6: Energy Pop"
"Avril Lavigne","Sippin' on Sunshine",5,"Avril%20Lavigne%20Sippin%20on%20Sunshine%20%20","2Dpnu8J7Tq3P03YFj5HNgH","0p4nmQO2msCgU4IF37Wi3j",0.553,0.731,"7",-6.617,"1",0.124,0.00332,0.00000642,0.316,0.561,176.011,209373,"4",FALSE,40,"Avril Lavigne (Expanded Edition)","7qjA5gbagHWVbqKUgVt49l","6: Energy Pop"
"Avril Lavigne","Sk8er Boi",43,"Avril%20Lavigne%20Sk8er%20Boi%20%20","00Mb3DuaIH1kjrwOku9CGU","0p4nmQO2msCgU4IF37Wi3j",0.487,0.9,"0",-4.417,"1",0.0482,0.0000679,0,0.358,0.484,149.937,204000,"4",FALSE,78,"Let Go","3zXjR3y2dUWklKmmp6lEhy","6: Energy Pop"
