"Artist","artist_id","genres","followers","artist_popularity","alternative rock","art pop","australian pop","canadian pop","dance pop","edm","electropop","hopebeat","house","indie pop","indie poptimism","indietronica","metropopolis","pop","pop dance","pop edm","pov: indie","rock","swedish idol pop","swedish pop","talent show","tropical","tropical house","uk pop"
"Smash Mouth","2iEvnFsWxR0Syqu2JNopAd","pop rock,post-grunge",951270,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Smith & Thell","3YQKmKGau1PzlVlkL1iodx","modern rock,pop,pov: indie,rock",23655505,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Snakehips","2FwJwEswyIUAljqgjNSHgP","electropop,tropical house,uk dance",352455,64,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"Snow Patrol","3rIZMv9rysU7JkLzEaC5Jp","irish rock,modern rock,neo mellow,permanent wave,pop rock",2824833,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Sondr","4hbnUamwrCHpv4wQTwvCIc","pop edm",13018,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Spice Girls","0uq5PttqEjj3IH1bzwcrXF","dance pop,girl group,pop",3070216,68,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"STANDERWICK","6mLXfZ1OfXde8Iy9BfKoHE","progressive house,progressive trance,trance,uplifting trance",18421,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Starship","0kObWap02DEg9EAJ3PBxzf","album rock,classic rock,heartland rock,mellow gold,new romantic,new wave pop,soft rock,synthpop",923345,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Steerner","1TMa2M8BSbJP1rqX83wALz","deep pop edm,progressive electro house",28161,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Stefania","0HZUhj5PZHzHMWSI4s8rOQ","greek pop",34205,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steve Aoki","77AiFEVeAVj2ORpC85QVJs","edm,electro house,pop dance",3753387,74,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Steve Winwood","5gxynDEKwNDgxGJmJjZyte","album rock,classic rock,folk rock,heartland rock,mellow gold,singer-songwriter,soft rock",966273,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Stevie Wonder","7guDJrEfX3qb6FEbdPA5qi","motown,soul",6119476,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Strange Names","7h0IuoboK8IGcFsS5ey0hj","",7424,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Susan Egan","7CckquWatDQSr3PFKkjM8M","movie tunes",15716,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Swedish House Mafia","1h6Cn3P4NGzXbaXidqURXs","edm,pop dance,progressive electro house",3708310,76,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Syn Cole","6i1GVNJCyyssRwXmnaeEFH","deep tropical house,edm,pop dance,tropical house",230394,61,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
"Taio Cruz","6MF9fzBmfXghAz953czmBC","dance pop,pop,pop rap",2233605,70,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Taylor Dayne","32lVGr0fSRGT6okLKHiP68","freestyle,hi-nrg,new romantic,new wave pop,soft rock,synthpop",419877,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Taylor Swift","06HL4z0CvFAxyc27GXpf02","pop",74932307,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TeamMate","42XkI7wAR6XWksLCmQ5AwO","",4342,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"teamwork.","6YbvyuBTs8JbVj7iyurrJe","la pop",3602,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Terror Jr","5QatamYwvUTOmMHW6WA0AG","alt z,electropop,indie poptimism,metropopolis",212294,45,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Tevin Campbell","5VfqJBmXcf6ZqXoGij5qTE","contemporary r&b,new jack swing,r&b,urban contemporary",969024,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The 1975","3mIj9lX2MWuHmhNCA7LSCW","modern alternative rock,modern rock,pop,pov: indie,rock",6686983,80,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"The Aces","2AmfMGi3WZMxqFDHissIAe","alt z,indie pop,uk pop",260098,54,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"The All-American Rejects","3vAaWhdBR38Q02ohXqaNHT","alternative metal,modern rock,neo mellow,neon pop punk,pop punk,pop rock,post-grunge",2497147,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"The B-52's","3gdbcIdNypBsYNu3iiCjtN","album rock,classic rock,dance rock,new romantic,new wave,new wave pop,permanent wave,post-punk,rock,zolo",955109,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"The Band CAMINO","6d4jrmreCmsenscuieJERc","hopebeat,pov: indie",349318,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"The Bangles","51l0uqRxGaczYr4271pVIC","album rock,jangle pop,mellow gold,new romantic,new wave,new wave pop,paisley underground,soft rock,synthpop",1263151,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"The Barden Bellas","2BaKphge9AdjZIxQqv7WoQ","a cappella",166686,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Bettys","5Fp1YNO1UGetnTEvlpFJTr","",797,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Black Eyed Peas","1yxSLGMDHlW21z4YXirZDS","dance pop,pop,pop rap",7454586,81,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The Buggles","057gc1fxmJ2vkctjQJ7Tal","early synthpop,new wave pop,synthpop,zolo",98324,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The Calling","5aMmmNxw4vgpc5XC6hK0zp","neo mellow,pop rock,post-grunge",714001,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"The Cast","6EFQEX7EENE1e7KU2d5lVj","",1549,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Chainsmokers","69GGBxA162lTqCwzJG5jLp","electropop,pop,tropical house",20158538,80,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"The Cranberries","7t0rwkOPGlDPEhaOcVtOt9","irish rock,pop rock,rock",3403192,73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"The Disney Afternoon Studio Chorus","0kzp6Ezum8UhblfmLkcyPq","movie tunes",6357,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Emotions","64CuUOOirKmdAYLQSfaOyr","chicago soul,classic soul,disco,funk,girl group,motown,post-disco,quiet storm,soul",542460,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Fray","0zOcE3mg9nS6l3yxt1Y0bK","neo mellow,piano rock,pop,pop rock",3926108,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"The Go-Go's","2mG8HHQ9S9kcbjcrb5N1FE","album rock,candy pop,classic rock,girl group,heartland rock,jangle pop,mellow gold,new romantic,new wave,new wave pop,permanent wave,singer-songwriter,soft rock,synthpop",693658,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"The Goo Goo Dolls","2sil8z5kiy4r76CRTXxBCA","neo mellow,permanent wave,pop rock,post-grunge",2517748,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"The Hunna","7jZycSvTyx0W9poD4PjEIG","modern alternative rock",246950,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Ivy","6rwEDzogsmiJGMjUsGn8vn","hopebeat",47146,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The J. Geils Band","69Mj3u4FTUrpyeGNSIaU6F","album rock,classic rock,country rock,hard rock,mellow gold,rock,singer-songwriter,soft rock",774559,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"The Kid LAROI","2tIP7SsRs7vjIcLrU85W8J","australian hip hop",4557093,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Killers","0C0XlULifJtAgn6ZNCW2eu","alternative rock,dance rock,modern rock,permanent wave,rock",6987795,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"The Knocks","2x7EATekOPhFGRx3syMGEC","alternative dance,indie poptimism,nu disco",214006,62,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Midnight","2NFrAuh8RQdQoS7iYFbckw","nightrun,popwave",417927,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The Monkees","320EPCSEezHt1rtbfwH6Ck","album rock,beatlesque,bubblegum pop,classic rock,folk rock,heartland rock,mellow gold,rock-and-roll,singer-songwriter,soft rock,sunshine pop",1081315,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"The Motion Epic","2maV9w4OlFpfWlMX3URDuN","popwave",4274,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Outfield","1zxDewzd2j1ZdSBGaYcr0y","album rock,power pop",552724,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"The Pointer Sisters","2kreKea2n96dXjcyAU9j5N","disco,girl group,hi-nrg,motown,new wave pop,soft rock",945770,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The Rembrandts","0gDg7FEsF4Y1jWddJJgcn4","pop rock",48688,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Romantics","3daM7asS0gCFvyLemNx2EE","album rock,classic rock,heartland rock,mellow gold,new romantic,new wave,new wave pop,power pop,soft rock,synthpop",356765,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"The Ronettes","7CyeXFnOrfC1N6z4naIpgo","brill building pop,classic girl group,motown,rock-and-roll",241042,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"The Runaway Club","0XqFDQJjqW5PfhfBCb53LR","big room,dutch house,edm,electro house,pop dance,progressive electro house",191597,56,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"The Saturdays","15qI5w4XJFLRMwOp2VrlD5","dance pop,girl group,post-teen pop,talent show",760798,51,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"The Script","3AQRLZ9PuTAozP28Skbq8V","celtic rock,pop",7887359,73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"The Spacies","3YpKkSd9uluZRtrh2oUsVn","pop edm",10420,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"The Strike","6VB4TqEl0yfaF88LYHH4wj","hopebeat",32581,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Vamps","7gAppWoH7pcYmphCVTXkzs","boy band,pop",5664336,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The Veronicas","1dIdBZaaHRW2bDTkHNfWln","australian pop,candy pop,dance pop,girl group,post-teen pop",926105,56,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The Wanted","2NhdGz9EDv2FeUw6udu2g1","boy band,dance pop,pop,post-teen pop",2630155,65,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The Weather Girls","19xz1vcuKNjniGEftTOSSH","disco,hi-nrg",148853,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Weeknd","1Xyo4u8uXC1ZmMpatF05PJ","canadian contemporary r&b,canadian pop,pop",65185455,96,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The Worship Initiative","1bMkQIx4MpNHLxoylvipdQ","roots worship",45720,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thelma Houston","3sgUnR8TF35euWEV07RPyO","disco,diva house,motown,post-disco",99833,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thomas Hayes","1127FlmEDHXC26IBsg8zHP","pop edm,sky room",5897,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Thomas Helmore","4dQg1sHFFZrwuVN87UxJgb","",157,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thurl Ravenscroft","5Gejwv3xz2DpLcxVpMD6hL","movie tunes",5231,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tiesto","2o5jDhtHVPhrJdv3cEQ99Z","big room,brostep,dutch edm,edm,house,pop dance,slap house,trance",6902871,84,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Tim Halperin","3nVeK8gQChVtVCCjGreal2","indiecoustica",33446,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tim McGraw","6roFdX1y5BYSbp60OTJWMd","contemporary country,country,country road",4363745,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Timbaland","5Y5TRrQiqgUO4S36tzjIRZ","dance pop,pop,pop rap",2513147,77,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Timecop1983","6zrgIu0skCCFS7Ke9xOj1r","cyberpunk,synthwave",168648,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Timeflies","6dC0rIJNLSFZwqckLgXJ8p","indie pop rap",328974,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tobtok","6pcxIOhQCNb7DX2iuEXgxL","deep tropical house,uk dance",31667,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Toby Keith","2bA6fzP0lMAQ4kz6CF61w8","classic oklahoma country,contemporary country,country,country road",2005772,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tommy Tutone","1n2LWYgwtGp7EzDapUoniE","",45560,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tori Kelly","1vSN1fsvrzpbttOYGsliDr","pop,post-teen pop",2112788,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Tove Lo","4NHQUGzhtTLFvgF5SZesLK","metropopolis,pop,swedish electropop,swedish pop,swedish synthpop",3389956,75,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Trans-Siberian Orchestra","5OSQDUNmll299ldFIF1Dau","neo classical metal,progressive metal",310146,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tritonal","521qvhdobR0GzhvU6TFw76","edm,electro house,pop dance,pop edm,progressive electro house,progressive house,progressive trance",227181,55,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"Troye Sivan","3WGpXCj9YhhfX11TToZcXP","australian pop,pop,viral pop",7623183,74,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Tungevaag","49CE2ffZ6Z3zeYSDauSKck","big room,nordic house",146345,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"twenty one pilots","3YQKmKGau1PzlVlkL1iodx","modern rock,pop,pov: indie,rock",23655505,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Two Friends","44Ewva5aHOX00EwaX2D2mh","",185058,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tyDi","7tOUuyCplrFWLXCZuhE3C4","australian dance,deep uplifting trance",39207,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Unspoken","0CqDqmyIQ9VQHQp52OEbB0","ccm,christian alternative rock,christian music",198641,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Usher","23zg3TcAtWQy7J6upgbUnj","atl hip hop,contemporary r&b,dance pop,pop,r&b,rap,south carolina hip hop,urban contemporary",10504675,79,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"V V Brown","39ZHUueufhIdbW4yu9uODG","british soul,metropopolis",31478,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Valley","7blXVKBSxdFZsIqlhdViKc","indietronica",194163,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Van Halen","2cnMpRsOVqtPMfq7YiFE6K","album rock,classic rock,hard rock,rock",5412791,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Van McCoy","0bShb58TO0fM5jOjXhB1WT","disco",76825,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vanessa","4e9aNTVMuCs818a0mTsa9S","",687,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vanessa Carlton","5ILrArfIV0tMURcHJN8Q07","lilith,neo mellow,piano rock,pop rock,post-teen pop",589010,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Vavo","44re77WwNG34C182Jq3WIK","",60538,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vigiland","3tLYpanVDomWAZqF82NPds","deep pop edm,electronic trap",268767,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Vince Guaraldi Trio","4ytkhMSAnrDP8XzRNlw9FS","jazz trio",130264,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vince Vance & The Valiants","6zclKpcV5UuKWn2eIRAT7n","novelty",1283,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Virginia to Vegas","3v9wPA58IVrX2dg6AjSPgi","canadian pop",73610,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"W O L F C L U B","4dCDYKtFTMnKCI9PvEwMQX","nightrun,popwave,synthwave",29662,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Walk the Moon","6DIS6PRrLS3wbnZsf7vYic","dance rock,modern rock,pop",2067814,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Wang Chung","6Zh3xrWlA0SA9Fsfj9AVwm","album rock,new romantic,new wave,new wave pop,soft rock,synthpop",300466,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Wham!","5lpH0xAS4fVfLkACg9DAuM","new romantic,new wave,new wave pop,soft rock,synthpop",2301729,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Whitney Houston","6XpaIBNiVzIetEPCWDvAFP","dance pop",9235456,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Will Ferrell","7xF6Psrf6yNOBkB9jpMRa0","",13812,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Will Linley","3xnCBQeZDec3FFo8vUSt4N","",53733,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wiz Khalifa","137W8MRPWKqSmrBGDBFSop","hip hop,pittsburgh rap,pop rap,rap,southern hip hop,trap",11046325,82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Wynter Gordon","4nmrm4zpgJ0RC6aZRSUEjF","",61542,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yeah Yeah Yeahs","3TNt4aUIxgfy9aoaft5Jj2","alternative dance,alternative rock,art pop,dance-punk,garage rock,indie rock,modern rock,neo-synthpop,new rave",1217859,66,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Years & Years","3oVcF3VdpMuvMvLLyHPT4t","alternative americana,new americana",143987,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Young Bombs","4LKB1IkCINDDjEX8iS7glI","pop edm",21800,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Zara Larsson","1Xylc3o4UrD53lo9CvFvVg","pop,scandipop,swedish electropop,swedish pop",10386565,76,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Zedd","2qxJFvFYMEDqd7ui6kSAcq","complextro,edm,german techno,pop,pop dance",5938837,75,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
