"","Artist","ArtistTrack","quarters","streams","percent"
"345","The Killers","The Killers - Mr. Brightside","2016Q4",1,0.0267952840300107
"346","The Killers","The Killers - Mr. Brightside","2017Q1",7,0.234978180597516
"347","The Killers","The Killers - Mr. Brightside","2017Q2",45,0.988793671720501
"348","The Killers","The Killers - Mr. Brightside","2017Q3",2,0.0838574423480084
"349","The Killers","The Killers - Mr. Brightside","2017Q4",15,0.38689708537529
"350","The Killers","The Killers - Mr. Brightside","2018Q1",25,0.332314236341885
"351","The Killers","The Killers - Mr. Brightside","2018Q2",58,0.823045267489712
"352","The Killers","The Killers - Mr. Brightside","2018Q3",10,0.141362736782584
"353","The Killers","The Killers - Mr. Brightside","2018Q4",29,0.473856209150327
"354","The Killers","The Killers - Mr. Brightside","2019Q1",51,1.05502689284237
"355","The Killers","The Killers - Mr. Brightside","2019Q2",5,0.1
"356","The Killers","The Killers - Mr. Brightside","2019Q3",36,1.07430617726052
"357","The Knocks","The Knocks - Love Me Like That (feat. Carly Rae Jepsen)","2016Q1",6,0.843881856540084
"358","The Knocks","The Knocks - Love Me Like That (feat. Carly Rae Jepsen)","2016Q2",12,0.329398847104035
"359","The Knocks","The Knocks - Love Me Like That (feat. Carly Rae Jepsen)","2016Q3",24,0.855920114122682
"360","The Knocks","The Knocks - Love Me Like That (feat. Carly Rae Jepsen)","2016Q4",41,1.09860664523044
"361","The Knocks","The Knocks - Love Me Like That (feat. Carly Rae Jepsen)","2017Q1",32,1.07418596844579
"362","The Knocks","The Knocks - Love Me Like That (feat. Carly Rae Jepsen)","2017Q2",56,1.2304987914744
"363","The Knocks","The Knocks - Love Me Like That (feat. Carly Rae Jepsen)","2017Q3",12,0.50314465408805
"364","The Knocks","The Knocks - Love Me Like That (feat. Carly Rae Jepsen)","2017Q4",13,0.335310807325251
"365","The Knocks","The Knocks - Love Me Like That (feat. Carly Rae Jepsen)","2018Q1",144,1.91413000132926
"366","The Knocks","The Knocks - Love Me Like That (feat. Carly Rae Jepsen)","2018Q2",146,2.07180360437065
"367","The Knocks","The Knocks - Love Me Like That (feat. Carly Rae Jepsen)","2018Q3",69,0.97540288379983
"368","The Knocks","The Knocks - Love Me Like That (feat. Carly Rae Jepsen)","2018Q4",48,0.784313725490196
"369","The Knocks","The Knocks - Love Me Like That (feat. Carly Rae Jepsen)","2019Q1",51,1.05502689284237
"370","The Knocks","The Knocks - Love Me Like That (feat. Carly Rae Jepsen)","2019Q2",24,0.48
"371","The Knocks","The Knocks - Love Me Like That (feat. Carly Rae Jepsen)","2019Q3",33,0.984780662488809
