"","Artist","quarters","streams","percent"
"576","The Spacies","2018Q4",92,1.50326797385621
"577","The Spacies","2019Q1",16,0.330988829127017
"578","The Spacies","2019Q2",6,0.12
"579","The Spacies","2019Q3",3,0.0895255147717099
"580","Tove Lo","2015Q4",5,0.130855796911803
"581","Tove Lo","2016Q1",2,0.281293952180028
"582","Tove Lo","2016Q2",3,0.0823497117760088
"583","Tove Lo","2016Q3",29,1.03423680456491
"584","Tove Lo","2016Q4",8,0.214362272240086
"585","Tove Lo","2017Q1",120,4.0281973816717
"586","Tove Lo","2017Q2",37,0.813008130081301
"587","Tove Lo","2017Q3",24,1.0062893081761
"588","Tove Lo","2017Q4",26,0.670621614650503
"589","Tove Lo","2018Q1",42,0.558287917054367
"590","Tove Lo","2018Q2",49,0.695331346672343
"591","Tove Lo","2018Q3",11,0.155499010460843
"592","Tove Lo","2018Q4",8,0.130718954248366
"593","Tove Lo","2019Q1",5,0.103434009102193
"594","Tove Lo","2019Q2",15,0.3
"595","Tove Lo","2019Q3",5,0.149209191286183
"596","Vigiland","2016Q1",17,2.39099859353024
"597","Vigiland","2016Q2",53,1.45484490804282
"598","Vigiland","2016Q3",11,0.392296718972896
"599","Vigiland","2016Q4",18,0.482315112540193
"600","Vigiland","2017Q1",68,2.2826451829473
"601","Vigiland","2017Q2",9,0.1977587343441
"602","Vigiland","2017Q3",25,1.0482180293501
"603","Vigiland","2017Q4",16,0.41269022440031
"604","Vigiland","2018Q1",37,0.49182506978599
"605","Vigiland","2018Q2",66,0.936568752660707
"606","Vigiland","2018Q3",7,0.0989539157478089
"607","Vigiland","2018Q4",7,0.11437908496732
"608","Vigiland","2019Q1",10,0.206868018204386
"609","Vigiland","2019Q2",2,0.04
"610","Vigiland","2019Q3",1,0.0298418382572366
"611","Zara Larsson","2016Q2",30,0.823497117760088
"612","Zara Larsson","2016Q3",25,0.891583452211127
"613","Zara Larsson","2016Q4",64,1.71489817792069
"614","Zara Larsson","2017Q1",12,0.40281973816717
"615","Zara Larsson","2017Q2",26,0.571303010327401
"616","Zara Larsson","2017Q3",4,0.167714884696017
"617","Zara Larsson","2017Q4",13,0.335310807325251
"618","Zara Larsson","2018Q1",15,0.199388541805131
"619","Zara Larsson","2018Q2",9,0.127713920817369
"620","Zara Larsson","2018Q3",5,0.0706813683912921
"621","Zara Larsson","2018Q4",6,0.0980392156862745
"622","Zara Larsson","2019Q1",3,0.0620604054613157
"623","Zara Larsson","2019Q2",49,0.98
"624","Zara Larsson","2019Q3",37,1.10414801551776
